INTERSECTION,CAMERA ID,ADDRESS,VIOLATION DATE,VIOLATIONS,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
MICHIGAN AND JACKSON,3041.0,300 S MICHIGAN AVE,06/02/2018,22,1177299.435435548,1899009.612280663,41.878217345,-87.62445584,"(41.87821734531058, -87.62445584029679)"
PULASKI AND CHICAGO,1983.0,4000 W CHICAGO AVENUE,06/02/2018,7,1149561.8559396921,1905086.596446259,41.895476752,-87.72614436,"(41.89547675163723, -87.72614435991626)"
KEDZIE AND 63RD,2361.0,6300 S KEDZIE AVE,06/02/2018,1,1156097.505177228,1862668.0517750932,41.77894575,-87.70328311899999,"(41.77894575017997, -87.70328311900342)"
CENTRAL AND LAKE,1743.0,5600 W LAKE STREET,06/02/2018,8,1138951.495695032,1902230.5104657332,41.887838735,-87.76518366299999,"(41.887838735330206, -87.76518366338465)"
KEDZIE AND 31ST,2132.0,3100 S KEDZIE AVENUE,06/02/2018,5,1155483.167539854,1883867.660503274,41.837132671,-87.704967115,"(41.837132671422296, -87.70496711478727)"
IRVING PARK AND CALIFORNIA,1233.0,2800 W IRVING PARK ROA,06/02/2018,2,,,,,
CHICAGO AND CLARK,1963.0,100 W CHICAGO AVENUE,06/02/2018,11,1175374.528739575,1905745.47783364,41.896744346999995,-87.63132124799999,"(41.896744346875806, -87.63132124815151)"
WESTERN AND TOUHY,1251.0,7200 N WESTERN AVENUE,06/02/2018,1,1158975.66256211,1947754.2869633608,42.012371335,-87.69039391700001,"(42.012371334791766, -87.69039391737863)"
SACRAMENTO AND CHICAGO,1814.0,3000 W CHICAGO AVENUE,06/02/2018,8,1156075.266375505,1905216.6047707181,41.895704525,-87.702218524,"(41.895704524946225, -87.70221852353758)"
HALSTED AND NORTH,1764.0,800 W NORTH AVENUE,06/02/2018,4,1170700.68422007,1910913.190749698,41.91102851,-87.648335806,"(41.91102850981186, -87.64833580602037)"
HOMAN/KIMBALL AND NORTH,1771.0,1600 N HOMAN AVENUE,06/02/2018,5,,,,,
CENTRAL AND DIVERSEY,1642.0,2800 N CENTRAL AVENUE,06/02/2018,4,1138516.407377375,1918089.499227987,41.931365551999995,-87.76639652899999,"(41.93136555236339, -87.76639652879172)"
SACRAMENTO AND LAKE,1822.0,150 N SACRAMENTO BOUL,06/02/2018,11,1156319.560664766,1900957.4893519618,41.884012178,-87.701436479,"(41.88401217771363, -87.7014364786693)"
CANAL AND ROOSEVELT,2291.0,1200 S CANAL STREET,06/02/2018,10,1173268.771030949,1894952.6348787318,41.867175125,-87.63937581299999,"(41.86717512472001, -87.63937581258092)"
PULASKI AND BELMONT,1383.0,4000 W BELMONT AVE,06/02/2018,1,1149131.866894851,1921018.50498026,41.93920375,-87.72731013399999,"(41.93920374986553, -87.72731013414392)"
CICERO AND I55,2252.0,4200 S CICERO AVENUE,06/02/2018,20,1145023.742859509,1876358.2768355191,41.816729386999995,-87.74353671200001,"(41.81672938674739, -87.74353671247594)"
SHERIDAN AND FOSTER,1132.0,5200 N SHERIDAN ROAD,06/02/2018,2,1168661.6237182291,1934753.842272756,41.976492721,-87.655133605,"(41.97649272077833, -87.65513360456677)"
STATE AND 79TH,2651.0,7900 S STATE STREET,06/02/2018,3,1177618.1669299658,1852621.8702328382,41.750918138,-87.624690123,"(41.7509181383154, -87.62469012251644)"
KEDZIE AND 47TH,2101.0,4700 S KEDZIE AVE,06/02/2018,6,1155791.949302478,1873270.7784813268,41.808047271999996,-87.70411882200001,"(41.80804727165029, -87.70411882229871)"
CENTRAL AND ADDISON,1682.0,3600 N CENTRAL AVENUE,06/02/2018,1,1138343.117435682,1923392.067464765,41.945919491,-87.766904594,"(41.945919490555106, -87.76690459426293)"
IRVING PARK AND NARRAGANSETT,1023.0,6400 W IRVING PK,06/02/2018,3,1132945.939118726,1925946.304925137,41.953024751,-87.786683238,"(41.95302475075328, -87.78668323766634)"
KEDZIE AND 71ST,2354.0,3200 W 71ST STREET,06/02/2018,2,1156246.862901455,1857404.014959868,41.764497433,-87.702877023,"(41.76449743256955, -87.70287702335861)"
WESTERN AND MARQUETTE,2672.0,6700 S WESTERN AVENUE,06/02/2018,11,1161488.747635042,1860134.788366884,41.771884028,-87.68358840200001,"(41.77188402771193, -87.68358840206334)"
CENTRAL AND LAKE,1742.0,400 N CENTRAL AVENUE,06/02/2018,5,1138928.4782575371,1902217.926149854,41.887804621,-87.765268498,"(41.88780462053497, -87.76526849810371)"
HALSTED AND 95TH,2581.0,9500 S HALSTED STREET,06/02/2018,6,1172610.538363645,1841811.61926207,41.721365061,-87.643358042,"(41.72136506078306, -87.64335804234075)"
HALSTED AND FULLERTON,1701.0,2400 N HALSTED STREET,06/02/2018,1,1170501.602639925,1916200.061550148,41.925540315,-87.64891215600001,"(41.925540315431995, -87.64891215551155)"
PULASKI AND FULLERTON,1484.0,4000 W FULLERTON AVE,06/02/2018,6,1149303.081963737,1915695.2752226482,41.924593021999996,-87.72681926799999,"(41.92459302175305, -87.7268192684032)"
PULASKI AND FOSTER,1104.0,4000 W FOSTER AVE,06/02/2018,6,1148759.16134887,1934294.249006446,41.975640616,-87.728335469,"(41.975640616231914, -87.72833546926573)"
BROADWAY/SHERIDAN AND DEVON,1122.0,6400 N SHERIDAN ROAD,06/02/2018,12,1167087.1511941291,1942658.7049886892,41.998217921,-87.660695256,"(41.99821792053241, -87.6606952555721)"
OGDEN AND KOSTNER,2222.0,2348 S KOSTNER AVENUE,06/02/2018,10,1147394.548182079,1887795.1777820818,41.848068845,-87.734547457,"(41.8480688449598, -87.73454745748458)"
75TH AND STATE,2624.0,1 E 75TH STREET,06/02/2018,14,1177601.72646404,1855229.486604181,41.758074111,-87.624671658,"(41.75807411097799, -87.62467165835182)"
DAMEN AND DIVERSEY,1462.0,2800 N DAMEN AVENUE,06/02/2018,5,1162490.04851994,1918611.623717091,41.932329494,-87.678282719,"(41.9323294940985, -87.67828271931386)"
PULASKI AND NORTH,1992.0,1600 N PULASKI AVENUE,06/02/2018,4,1149432.959240306,1910369.112502195,41.90997501,-87.72648052299999,"(41.909975010236906, -87.72648052306623)"
CENTRAL AND MILWAUKEE,3032.0,5232 N CENTRAL AVE,06/02/2018,4,1137802.482559734,1934544.3605564882,41.976532211,-87.768621661,"(41.976532211352456, -87.76862166095856)"
PULASKI AND NORTH,1994.0,4000 W NORTH AVENUE,06/02/2018,1,1149456.2688421998,1910376.774019002,41.909995582,-87.72639469299999,"(41.90999558160536, -87.72639469321471)"
SACRAMENTO AND LAKE,1821.0,150 N SACRAMENTO BOUL,06/02/2018,9,1156319.560664766,1900957.4893519618,41.884012178,-87.701436479,"(41.88401217771363, -87.7014364786693)"
ELSTON AND LAWRENCE,1282.0,4800 N ELSTON AVENUE,06/02/2018,2,1145529.344259918,1931501.6012689832,41.968039361,-87.740283894,"(41.96803936143674, -87.74028389448999)"
PULASKI AND IRVING PARK,1574.0,4000 W IRVING PARK RD,06/02/2018,10,1148988.727877253,1926320.9549384092,41.953756874,-87.72769851299999,"(41.95375687447515, -87.72769851312907)"
OGDEN AND KOSTNER,2223.0,4400 W OGDEN AVENUE,06/02/2018,7,1147406.592439224,1887689.099869462,41.847777523000005,-87.734505969,"(41.84777752280453, -87.73450596874825)"
AUSTIN AND ADDISON,1493.0,6000 W ADDISON STREET,06/02/2018,2,1135698.173154422,1923360.229527805,41.945879676,-87.776627421,"(41.94587967559099, -87.77662742093737)"
31ST ST AND MARTIN LUTHER KING DRIVE,2123.0,400 E 31ST STREET,06/02/2018,2,1179437.985396417,1884565.84226022,41.838534018000004,-87.61704611299999,"(41.838534018118914, -87.61704611345726)"
ROOSEVELT AND HALSTED,2233.0,800 W ROOSEVELT ROAD,06/02/2018,8,1171199.282357741,1894968.0563937242,41.867263098,-87.646972686,"(41.86726309836901, -87.64697268601648)"
COTTAGE GROVE AND 71ST,2571.0,7100 S COTTAGE GROVE,06/02/2018,1,1182746.23698699,1858088.011064538,41.765800350999996,-87.605729127,"(41.76580035131893, -87.6057291269901)"
ELSTON AND ADDISON,1403.0,3216 W ADDISON ST,06/02/2018,5,1154199.729816868,1923799.345386665,41.946734755,-87.708609774,"(41.946734754927796, -87.7086097735515)"
CICERO AND HARRISON,2022.0,600 S CICERO AVENUE,06/02/2018,6,1144444.97442848,1896894.622216872,41.873094833,-87.745143869,"(41.873094832519136, -87.74514386884542)"
MADISON AND WESTERN,1931.0,1 S WESTERN AVE,06/02/2018,3,1160453.827721979,1899933.7034737458,41.881118279,-87.686283339,"(41.881118278833966, -87.686283338873)"
CERMAK AND PULASKI,2332.0,2200 S PULASKI,06/02/2018,9,1150012.8768382429,1889071.75851865,41.851521442,-87.72490478700001,"(41.85152144233116, -87.7249047867499)"
111TH AND HALSTED,2422.0,11100 S HALSTED ST,06/02/2018,13,1172923.657689312,1831209.0441792482,41.692263123000004,-87.64252268799999,"(41.692263123425136, -87.6425226876268)"
HALSTED AND NORTH,1761.0,1600 N HALSTED STREET,06/02/2018,10,1170678.283433825,1910880.9913975468,41.910940644,-87.64841904299999,"(41.91094064391597, -87.64841904272998)"
PULASKI AND ARMITAGE,1844.0,4000 W ARMITAGE AVENUE,06/02/2018,1,1149375.428872108,1913028.9842731808,41.917275069,-87.726622746,"(41.91727506940875, -87.72662274644799)"
ROOSEVELT AND KOSTNER,2323.0,4400 W ROOSEVELT,06/02/2018,7,1147200.963258796,1894379.538078088,41.866140868,-87.73508956,"(41.866140867641654, -87.73508956008207)"
BROADWAY/SHERIDAN AND DEVON,1123.0,1200 W DEVON AVE,06/02/2018,3,1167109.644248166,1942688.147952186,41.998298228,-87.660611661,"(41.99829822771884, -87.66061166063517)"
WESTERN AND CERMAK,1002.0,2200 S WESTERN AVENUE,06/02/2018,4,1160669.42562757,1889318.1968203932,41.85198384,-87.685785704,"(41.85198383957328, -87.68578570420526)"
4700 WESTERN,2141.0,4700 S WESTERN AVENUE,06/02/2018,4,1161120.438879703,1873431.066474726,41.808378408,-87.68457071700001,"(41.808378407946726, -87.68457071689552)"
WENTWORTH AND GARFIELD,2261.0,5500 S WENTWORTH AVEN,06/02/2018,28,,,,,
PULASKI AND DIVERSEY,1543.0,4000 W DIVERSEY AVENUE,06/02/2018,2,1149206.496130705,1918356.569267582,41.931897723,-87.72710503,"(41.9318977231462, -87.72710503045386)"
WESTERN AND CERMAK,1003.0,2400 W CERMAK ROAD,06/02/2018,1,1160678.000607329,1889375.645335924,41.852141307,-87.68575264200001,"(41.85214130680468, -87.6857526415569)"
PULASKI AND ARCHER,2153.0,5000 S ARCHER AVE,06/02/2018,5,1150501.818909837,1871162.311703322,41.802365973,-87.72357676600001,"(41.80236597333895, -87.72357676611004)"
PULASKI AND ARMITAGE,1843.0,4000 W ARMITAGE AVENUE,06/02/2018,9,1149375.428872108,1913028.9842731808,41.917275069,-87.726622746,"(41.91727506940875, -87.72662274644799)"
CALIFORNIA AND DIVERSEY,1511.0,2800 N CALIFORNIA AVE,06/02/2018,9,1157189.355049829,1918495.6447540692,41.932120719000004,-87.6977653,"(41.93212071910647, -87.69776530036465)"
PULASKI AND 79TH,2492.0,7900 S PULASKI ROAD,06/02/2018,6,1151054.87395657,1851842.663854121,41.749339,-87.72205209100001,"(41.74933900008238, -87.72205209091501)"
CERMAK AND PULASKI,2334.0,4000 W CERMAK,06/02/2018,8,1150018.4760536659,1889120.238540361,41.851654369,-87.724882975,"(41.85165436867626, -87.7248829753078)"
ASHLAND AND DIVISION,1793.0,1600 W DIVISION STREET,06/02/2018,7,1165489.684200442,1908112.312963909,41.903455316,-87.66755899399999,"(41.903455316483814, -87.66755899396976)"
LARAMIE AND FULLERTON,1421.0,2400 N LARAMIE AVENUE,06/02/2018,3,1141282.877477884,1915479.163971956,41.924151874,-87.756294662,"(41.92415187425276, -87.75629466175003)"
CALIFORNIA AND PETERSON,1313.0,2800 W PETERSON AVENUE,06/02/2018,5,1156569.515341857,1939784.830544118,41.990552082,-87.69946439600001,"(41.990552081681564, -87.69946439622785)"
CICERO AND ADDISON,1612.0,3600 N CICERO AVENUE,06/02/2018,7,1143698.904601495,1923517.005821035,41.946163524,-87.747215169,"(41.94616352362556, -87.74721516897007)"
MONTROSE AND WESTERN,1224.0,2400 W MONTROSE AVENUE,06/02/2018,2,1159562.971802959,1929191.3377012531,41.961421726,-87.68874698,"(41.961421726406314, -87.68874697983858)"
CICERO AND FULLERTON,1474.0,4800 W FULLERTON AVE,06/02/2018,3,1143967.570794243,1915568.5049544768,41.924347036,-87.74642764,"(41.924347036010694, -87.74642763965628)"
ASHLAND AND 95TH,2472.0,9500 S ASHLAND AVENUE,06/02/2018,9,1167295.830128711,1841695.121217916,41.721160612,-87.662828139,"(41.72116061205213, -87.66282813939165)"
CHICAGO AND CLARK,1964.0,100 W CHICAGO AVENUE,06/02/2018,12,1175374.528739575,1905745.47783364,41.896744346999995,-87.63132124799999,"(41.896744346875806, -87.63132124815151)"
PULASKI AND 63RD,2343.0,4000 W 63RD ST,06/02/2018,2,1150768.346768175,1862564.615405259,41.77876739,-87.722823195,"(41.778767390084305, -87.72282319530368)"
MICHIGAN AND ONTARIO,3084.0,100 E ONTARIO ST,06/02/2018,4,1177006.928692496,1904549.656773295,41.893426147,-87.625362025,"(41.89342614670784, -87.62536202456768)"
55TH AND KEDZIE,2162.0,5500 S KEDZIE AVENUE,06/02/2018,2,1155945.854705238,1867941.621374192,41.793420237,-87.70369750799999,"(41.793420236755864, -87.70369750845424)"
STONEY ISLAND AND 76TH,2631.0,7600 S STONY ISLAND A,06/03/2018,17,1188092.796191935,1854889.3541583042,41.756897173,-87.586234285,"(41.75689717260223, -87.58623428506996)"
75TH AND STATE,2624.0,1 E 75TH STREET,06/03/2018,17,1177601.72646404,1855229.486604181,41.758074111,-87.624671658,"(41.75807411097799, -87.62467165835182)"
HALSTED AND MADISON,1872.0,1 N HALSTED STREET,06/03/2018,5,1171090.967986833,1900270.454015136,41.881815632,-87.64721471700001,"(41.88181563164203, -87.64721471704077)"
CENTRAL AND BELMONT,1604.0,5600 W BELMONT AVENUE,06/03/2018,2,1138453.617438343,1920755.972768412,41.938683775,-87.766562494,"(41.93868377475747, -87.76656249384537)"
SACRAMENTO AND CHICAGO,1812.0,800 N SACRAMENTO AVEN,06/03/2018,6,1156039.008141929,1905193.084100581,41.895640714,-87.70235232799999,"(41.89564071387542, -87.70235232767416)"
PULASKI AND CHICAGO,1982.0,800 N PULASKI ROAD,06/03/2018,5,1149538.444844035,1905079.034990625,41.895456456999995,-87.726230541,"(41.895456456825386, -87.72623054051289)"
KEDZIE AND 63RD,2364.0,3200 W 63RD ST,06/03/2018,3,1156103.348831225,1862717.5652107392,41.779081505,-87.703260365,"(41.77908150488341, -87.70326036544745)"
WESTERN AND 79TH,2481.0,7900 S WESTERN AVE,06/03/2018,9,1161711.516404028,1852181.6856861182,41.750054934,-87.682992203,"(41.750054933649984, -87.68299220290213)"
CICERO AND 47TH,2202.0,4700 S CICERO AVE,06/03/2018,5,1145112.150373471,1873006.659918126,41.807530373,-87.743296821,"(41.80753037289406, -87.7432968212423)"
ASHLAND AND IRVING PARK,1151.0,4000 N ASHLAND AVENUE,06/03/2018,2,1164899.463802581,1926665.661118925,41.954379326,-87.66919912,"(41.954379326212695, -87.66919911980419)"
CICERO AND I55,2251.0,4200 S CICERO AVENUE,06/03/2018,73,1145023.742859509,1876358.2768355191,41.816729386999995,-87.74353671200001,"(41.81672938674739, -87.74353671247594)"
CALIFORNIA AND DEVON,1321.0,6400 N CALIFORNIA AVE,06/03/2018,1,1156461.1502454008,1942370.37710537,41.997649133,-87.699792629,"(41.997649133049336, -87.69979262891378)"
HALSTED AND 95TH,2581.0,9500 S HALSTED STREET,06/03/2018,4,1172610.538363645,1841811.61926207,41.721365061,-87.643358042,"(41.72136506078306, -87.64335804234075)"
KIMBALL AND DIVERSEY,1583.0,3400 W DIVERSEY AVENUE,06/03/2018,3,1153211.149172713,1918454.477800566,41.932087747,-87.71238583,"(41.932087747378944, -87.71238582951281)"
KEDZIE AND 47TH,2101.0,4700 S KEDZIE AVE,06/03/2018,4,1155791.949302478,1873270.7784813268,41.808047271999996,-87.70411882200001,"(41.80804727165029, -87.70411882229871)"
CICERO AND NORTH,2034.0,4800 W NORTH AVENUE,06/03/2018,2,1144053.7337471629,1910243.80567041,41.90973389,-87.74624497299999,"(41.909733890131285, -87.74624497295898)"
31ST ST AND MARTIN LUTHER KING DRIVE,2121.0,3100 S DR MARTIN L KING,06/03/2018,12,,,,,
DAMEN AND ELSTON,3072.0,2426 N DAMEN AVE,06/03/2018,9,1162561.16172213,1916207.783017816,41.925731714,-87.678088896,"(41.925731713685686, -87.67808889622799)"
COLUMBUS AND ILLINOIS,1952.0,500 N COLUMBUS DRIVE,06/03/2018,2,1178372.808407292,1903693.06016042,41.891044569,-87.620371839,"(41.891044569124276, -87.620371839074)"
FOSTER AND NAGLE,1034.0,6400 W FOSTER,06/03/2018,1,1132552.893142153,1934229.875527466,41.975762574,-87.787934296,"(41.97576257447203, -87.7879342955108)"
LAWRENCE AND WESTERN,1193.0,2400 W LAWRENCE AVENUE,06/03/2018,3,1159482.648570304,1931851.989492596,41.968724349,-87.688968727,"(41.96872434882172, -87.68896872699601)"
MILWAUKEE AND CENTRAL,3022.0,5232 N MILWAUKEE AVE,06/03/2018,8,1138074.161743901,1934115.431678809,41.975350275,-87.767632985,"(41.97535027477604, -87.76763298459159)"
55TH AND KEDZIE,2163.0,3200 W 55TH STREET,06/03/2018,3,1155966.956993183,1868015.593764152,41.793622803000005,-87.703618141,"(41.79362280329978, -87.70361814062049)"
79TH AND HALSTED,2541.0,7900 S HALSTED STREET,06/03/2018,5,1172298.707400847,1852444.344822186,41.750549559,-87.64418836799999,"(41.750549559438944, -87.64418836784098)"
WESTERN AND 63RD,2373.0,2400 W 63RD ST,06/03/2018,2,1161444.4157585842,1862848.5347036582,41.779331844,-87.683675761,"(41.77933184429814, -87.68367576084798)"
FOSTER AND BROADWAY,1111.0,5200 N BROADWAY ST,06/03/2018,3,1167334.508577915,1934714.0083465318,41.976412143000005,-87.660015082,"(41.97641214294823, -87.66001508205365)"
STONEY ISLAND AND 79TH,2462.0,7900 S STONEY ISLAND,06/03/2018,1,1188181.5710682971,1852908.934789311,41.751460603000005,-87.58597199299999,"(41.75146060316686, -87.5859719929647)"
CENTRAL AND FULLERTON,1442.0,2400 N CENTRAL AVENUE,06/03/2018,1,1138603.468418662,1915431.0582124142,41.924068922,-87.766141214,"(41.92406892227644, -87.76614121413186)"
ADDISON AND HARLEM,1593.0,7200 W ADDISON,06/03/2018,3,1127417.488447099,1923123.407710965,41.945373358000005,-87.807070326,"(41.94537335809189, -87.80707032561135)"
KEDZIE AND 26TH,2382.0,2600 S KEDZIE AVENUE,06/03/2018,2,1155404.235510285,1886524.460033054,41.844424831,-87.70518545200001,"(41.84442483084393, -87.70518545233183)"
CICERO AND FULLERTON,1472.0,2400 N CICERO AVE,06/03/2018,7,1143961.592189569,1915545.343094087,41.92428359,-87.74645019,"(41.92428358982701, -87.74645019028947)"
119TH AND HALSTED,2404.0,800 W 119TH STREET,06/03/2018,8,1173111.174088158,1825985.001014405,41.677923389,-87.641989646,"(41.677923389134385, -87.64198964584013)"
JEFFERY AND 95TH,2523.0,2000 E 95TH ST,06/03/2018,4,1191188.381103057,1842410.411853539,41.722579473,-87.57529252299999,"(41.722579473126416, -87.57529252250366)"
PULASKI AND DIVERSEY,1543.0,4000 W DIVERSEY AVENUE,06/03/2018,3,1149206.496130705,1918356.569267582,41.931897723,-87.72710503,"(41.9318977231462, -87.72710503045386)"
PULASKI AND FULLERTON,1481.0,2400 N PULASKI RD,06/03/2018,1,1149275.963864089,1915687.6319317569,41.924572574,-87.726919111,"(41.92457257416937, -87.72691911144182)"
RIDGE AND CLARK,1051.0,5930 N CLARK STREET,06/03/2018,3,1164554.784723473,1939388.5115164418,41.98929863,-87.67010412100001,"(41.98929863013193, -87.67010412112992)"
CICERO AND ARMITAGE,2001.0,2000 N CICERO AVENUE,06/03/2018,3,1144031.525719004,1912881.8300294997,41.916973325,-87.746260223,"(41.91697332451097, -87.74626022251057)"
CICERO AND FULLERTON,1474.0,4800 W FULLERTON AVE,06/03/2018,4,1143967.570794243,1915568.5049544768,41.924347036,-87.74642764,"(41.924347036010694, -87.74642763965628)"
MONTROSE AND WESTERN,1221.0,4400 N WESTERN AVENUE,06/03/2018,6,1159539.733234718,1929183.9180955018,41.961401846,-87.688832623,"(41.961401846278505, -87.6888326227788)"
WESTERN AND FOSTER,1074.0,2400 W FOSTER AVE,06/03/2018,9,1159379.402846887,1934502.7124861318,41.97600019,-87.689275084,"(41.97600018976586, -87.68927508385399)"
CICERO AND DIVERSEY,1691.0,2800 N CICERO AVENUE,06/03/2018,4,1143863.647574835,1918202.0184634142,41.931575608,-87.74674330100001,"(41.93157560844622, -87.74674330113561)"
CLARK AND IRVING PARK,1093.0,1300 W IRVING PARK ROAD,06/03/2018,4,1166777.545456989,1926719.73687357,41.954487567,-87.662293496,"(41.95448756687966, -87.66229349585691)"
PULASKI AND NORTH,1992.0,1600 N PULASKI AVENUE,06/03/2018,2,1149432.959240306,1910369.112502195,41.90997501,-87.72648052299999,"(41.909975010236906, -87.72648052306623)"
CORTLAND AND ASHLAND,1721.0,1900 N ASHLAND AVE,06/03/2018,24,1165348.084854857,1912736.4543355692,41.916147281,-87.66794735399999,"(41.91614728095272, -87.66794735350443)"
WESTERN AND NORTH,1853.0,2400 W NORTH AVE,06/03/2018,2,1160100.839010995,1910612.7833672382,41.910429862,-87.687284221,"(41.91042986235867, -87.68728422050837)"
ROOSEVELT AND KOSTNER,2323.0,4400 W ROOSEVELT,06/03/2018,4,1147200.963258796,1894379.538078088,41.866140868,-87.73508956,"(41.866140867641654, -87.73508956008207)"
PULASKI AND CHICAGO,1983.0,4000 W CHICAGO AVENUE,06/03/2018,9,1149561.8559396921,1905086.596446259,41.895476752,-87.72614436,"(41.89547675163723, -87.72614435991626)"
KOSTNER AND NORTH,2011.0,1600 N KOSTNER,06/03/2018,2,1146732.108679105,1910282.120990798,41.909788304,-87.736404667,"(41.90978830394343, -87.73640466739216)"
LARAMIE AND MADISON,2044.0,5200 W MADISON STREET,06/03/2018,8,1141706.965522802,1899567.55684314,41.880480752,-87.75513043299999,"(41.88048075170171, -87.75513043296509)"
PULASKI AND BELMONT,1382.0,3200 N PULASKI RD,06/03/2018,4,1149125.621478734,1920994.556178086,41.939138154,-87.72733371,"(41.939138153500274, -87.7273337101426)"
